run_id,protocol,model,macro_fold_full_n,macro_fold_full_mae,macro_fold_full_rmse,macro_fold_full_mape,macro_fold_full_smape,macro_fold_full_wape,macro_fold_full_mase,macro_fold_full_rmsse,macro_fold_full_r2,macro_fold_full_bias,macro_fold_paired_n,macro_fold_paired_mae,macro_fold_paired_rmse,macro_fold_paired_mape,macro_fold_paired_smape,macro_fold_paired_wape,macro_fold_paired_mase,macro_fold_paired_rmsse,macro_fold_paired_r2,macro_fold_paired_bias,macro_fold_paired_seasonal_naive_n,macro_fold_paired_seasonal_naive_mae,macro_fold_paired_seasonal_naive_rmse,macro_fold_paired_seasonal_naive_mape,macro_fold_paired_seasonal_naive_smape,macro_fold_paired_seasonal_naive_wape,macro_fold_paired_seasonal_naive_mase,macro_fold_paired_seasonal_naive_rmsse,macro_fold_paired_seasonal_naive_r2,macro_fold_paired_seasonal_naive_bias,macro_fold_paired_mae_skill_vs_seasonal_naive,macro_fold_paired_rmse_skill_vs_seasonal_naive,macro_fold_full_interval_95_coverage,macro_fold_full_interval_95_mean_width,macro_fold_full_interval_95_winkler,macro_fold_paired_interval_95_coverage,macro_fold_paired_interval_95_mean_width,macro_fold_paired_interval_95_winkler,macro_fold_target_publication_delay_months,folds,runtime_seconds,pooled_full_n,pooled_full_mae,pooled_full_rmse,pooled_full_mape,pooled_full_smape,pooled_full_wape,pooled_full_r2,pooled_full_bias,pooled_paired_n,pooled_paired_mae,pooled_paired_rmse,pooled_paired_mape,pooled_paired_smape,pooled_paired_wape,pooled_paired_r2,pooled_paired_bias,pooled_paired_seasonal_naive_n,pooled_paired_seasonal_naive_mae,pooled_paired_seasonal_naive_rmse,pooled_paired_seasonal_naive_mape,pooled_paired_seasonal_naive_smape,pooled_paired_seasonal_naive_wape,pooled_paired_seasonal_naive_r2,pooled_paired_seasonal_naive_bias,pooled_paired_mae_skill_vs_seasonal_naive,pooled_paired_rmse_skill_vs_seasonal_naive,pooled_full_interval_95_coverage,pooled_full_interval_95_mean_width,pooled_full_interval_95_winkler,pooled_paired_interval_95_coverage,pooled_paired_interval_95_mean_width,pooled_paired_interval_95_winkler
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_naive,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,0.0,0.0,0.9318181818181818,6781399.565774348,10831850.843448447,0.9318181818181818,6781399.565774348,10831850.843448447,3.0,11,0.04623920004814863,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,0.0,0.0,0.937984496124031,6822056.465892816,10191362.81489655,0.937984496124031,6822056.465892816,10191362.81489655
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,stl_arima_111,11.727272727272727,1015326.6542082974,1208917.9991684987,42.774184705562,30.429099265044115,35.18521934193258,2.801124964522364,2.106242482478388,-1.0820332901801721,35603.3928014797,11.727272727272727,1015326.6542082974,1208917.9991684987,42.774184705562,30.429099265044115,35.18521934193258,2.801124964522364,2.106242482478388,-1.0820332901801721,35603.3928014797,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-0.10322156698671807,-0.1319879751092128,0.851010101010101,4015560.4481598753,9022222.507489456,0.851010101010101,4015560.4481598753,9022222.507489456,3.0,11,0.5913763998541981,129.0,986648.9405159242,1398498.4247850785,39.90035471695684,29.44959427996293,26.034997459507707,0.5210529880441009,-13018.095088578639,129.0,986648.9405159242,1398498.4247850785,39.90035471695684,29.44959427996293,26.034997459507707,0.5210529880441009,-13018.095088578639,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.0307378741593205,0.03438147819502724,0.8604651162790697,4041253.544345655,8215013.026962305,0.8604651162790697,4041253.544345655,8215013.026962305
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,theta,11.727272727272727,1036035.613284593,1201721.7989481294,43.84078565600323,31.141079446384342,36.24682354451082,2.757511194270611,2.021743105088447,-1.5210471223074427,2288.2152079304,11.727272727272727,1036035.613284593,1201721.7989481294,43.84078565600323,31.141079446384342,36.24682354451082,2.757511194270611,2.021743105088447,-1.5210471223074427,2288.2152079304,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-0.10492852963374653,-0.05275004872545282,0.9797979797979799,8585551.11776042,9539774.526541093,0.9797979797979799,8585551.11776042,9539774.526541093,3.0,11,0.31416789977811277,129.0,1000850.0792678546,1500205.7337734832,40.55860538963173,30.068531826108668,26.409727108672783,0.4488559197780573,-53541.32116379835,129.0,1000850.0792678546,1500205.7337734832,40.55860538963173,30.068531826108668,26.409727108672783,0.4488559197780573,-53541.32116379835,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.04557359836346575,-0.03584417213220714,0.9844961240310077,8596004.736189812,9328315.724323818,0.9844961240310077,8596004.736189812,9328315.724323818
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,ets_holt_winters,11.727272727272727,1047787.0564090476,1216954.0396659141,41.13666775288242,30.928703194074117,33.58963367347992,2.7024413751794047,1.9808218580244925,-0.7845997711706532,-214922.15967433577,11.727272727272727,1047787.0564090476,1216954.0396659141,41.13666775288242,30.928703194074117,33.58963367347992,2.7024413751794047,1.9808218580244925,-0.7845997711706532,-214922.15967433577,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-0.3443280708048105,-0.2645242793444733,0.8207070707070708,3310576.344855694,8858401.357516386,0.8207070707070708,3310576.344855694,8858401.357516386,3.0,11,0.6740135998697951,129.0,1024527.5600381416,1353405.9015885205,38.46906159889707,30.044533582600828,27.0345117979257,0.5514409359644015,-265797.19589101133,129.0,1024527.5600381416,1353405.9015885205,38.46906159889707,30.044533582600828,27.0345117979257,0.5514409359644015,-265797.19589101133,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.07030911997853173,0.06551642609474218,0.8294573643410853,3328363.3899095817,8094284.746631459,0.8294573643410853,3328363.3899095817,8094284.746631459
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,seasonal_moving_average_3,11.727272727272727,1055430.2971380472,1242814.0987231678,39.72281378008233,30.73811557858085,33.04541595159415,2.7045545347167805,2.026040942820872,-0.8839946939915667,-335289.7281144782,11.727272727272727,1055430.2971380472,1242814.0987231678,39.72281378008233,30.73811557858085,33.04541595159415,2.7045545347167805,2.026040942820872,-0.8839946939915667,-335289.7281144782,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-0.5024107882677356,-0.4241450348998608,0.7222222222222222,2670772.870443945,12604882.167040616,0.7222222222222222,2670772.870443945,12604882.167040616,3.0,11,0.2685889999847859,129.0,1030677.5839793283,1376870.7977296489,37.02280475313621,29.83317675591852,27.196794298934602,0.5357521692913576,-387699.2480620155,129.0,1030677.5839793283,1376870.7977296489,37.02280475313621,29.83317675591852,27.196794298934602,0.5357521692913576,-387699.2480620155,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.07673396101657426,0.04931466431615039,0.7286821705426356,2682115.6330325934,11740619.533201814,0.7286821705426356,2682115.6330325934,11740619.533201814
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,dynamic_harmonic_arima_k2,11.727272727272727,1133216.2887900923,1266078.4828525723,53.62810269429724,41.82524038501926,42.38675439957287,3.377900269791807,2.3837908140245987,-2.3154906969839386,96138.05265668673,11.727272727272727,1133216.2887900923,1266078.4828525723,53.62810269429724,41.82524038501926,42.38675439957287,3.377900269791807,2.3837908140245987,-2.3154906969839386,96138.05265668673,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-0.46829373466202856,-0.3435843416684728,0.6767676767676768,3143352.0769099686,15769016.7351141,0.6767676767676768,3143352.0769099686,15769016.7351141,3.0,11,0.3187476999592036,129.0,1079674.5239415544,1500388.5540441875,48.936375230734754,40.54320524473706,28.48969104777535,0.44872158293721587,18478.189293418298,129.0,1079674.5239415544,1500388.5540441875,48.936375230734754,40.54320524473706,28.48969104777535,0.44872158293721587,18478.189293418298,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.12792035534905932,-0.03597040369344806,0.689922480620155,3159740.6040288853,13996601.822048923,0.689922480620155,3159740.6040288853,13996601.822048923
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,same_month_historical_mean,11.727272727272727,1172003.3734396459,1303273.8881612448,39.203753130294984,35.399214534613094,33.588601366832634,2.882386353106879,2.0220048224490315,-0.38050348679478374,-652860.3784100544,11.727272727272727,1172003.3734396459,1303273.8881612448,39.203753130294984,35.399214534613094,33.588601366832634,2.882386353106879,2.0220048224490315,-0.38050348679478374,-652860.3784100544,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-1.1789011491149124,-0.9026768450556553,0.6414141414141414,2432071.2910040827,12260202.0916457,0.6414141414141414,2432071.2910040827,12260202.0916457,3.0,11,0.022609499981626868,129.0,1158398.3123959983,1420091.782675032,37.161498835033626,34.69007524534062,30.566998941444737,0.5061485492935477,-700478.7403149784,129.0,1158398.3123959983,1420091.782675032,37.161498835033626,34.69007524534062,30.566998941444737,0.5061485492935477,-700478.7403149784,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.21016195823860495,0.019471953838782752,0.6434108527131783,2437004.1659287354,11729298.244668763,0.6434108527131783,2437004.1659287354,11729298.244668763
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,extra_trees_recursive_b0,11.727272727272727,1205629.3008956423,1365237.4817490152,39.82438369394743,35.95186183602381,34.27933816364652,2.9635207442503297,2.121876005626353,-0.400036900265683,-691874.5319893479,11.727272727272727,1205629.3008956423,1365237.4817490152,39.82438369394743,35.95186183602381,34.27933816364652,2.9635207442503297,2.121876005626353,-0.400036900265683,-691874.5319893479,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-1.2077041507539092,-0.9855133712504611,,,,,,,3.0,11,114.84569910017308,129.0,1194032.2005254915,1476061.9976069226,37.83596798244706,35.319587116519536,31.50728088857644,0.4664529742130069,-742014.5280948462,129.0,1194032.2005254915,1476061.9976069226,37.83596798244706,35.319587116519536,31.50728088857644,0.4664529742130069,-742014.5280948462,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.24738816564670185,-0.019173692984841395,,,,,,
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,sarima_111_111_12,11.727272727272727,1369647.6164185153,1550893.904399928,60.10829338318474,52.88480398257473,49.647339781941106,4.0564809211001,2.818990862402511,-3.081253032708231,140336.12298313642,11.727272727272727,1369647.6164185153,1550893.904399928,60.10829338318474,52.88480398257473,49.647339781941106,4.0564809211001,2.818990862402511,-3.081253032708231,140336.12298313642,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-0.7474418841807342,-0.5854455881247596,0.7702020202020201,4706312.2995805815,19485497.420913488,0.7702020202020201,4706312.2995805815,19485497.420913488,3.0,11,1.5036126001505181,129.0,1319339.967362272,1851205.6690381684,55.470486027367485,51.896974151481245,34.81381400008644,0.16078575277000318,61439.834544675316,129.0,1319339.967362272,1851205.6690381684,55.470486027367485,51.896974151481245,34.81381400008644,0.16078575277000318,61439.834544675316,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.378295376814898,-0.27819842340425516,0.7829457364341085,4736987.732819918,18065875.964033235,0.7829457364341085,4736987.732819918,18065875.964033235
run_20260811T162732Z_6bbfe89e,fixed_origin_12m_ex_ante,hist_gradient_boosting_recursive_b0,11.727272727272727,1365226.04730656,1626267.1537622274,40.910114491548136,39.36764672595471,37.456915265011396,3.1978842728082744,2.394319318093893,-0.7227821148024011,-880385.3324762449,11.727272727272727,1365226.04730656,1626267.1537622274,40.910114491548136,39.36764672595471,37.456915265011396,3.1978842728082744,2.394319318093893,-0.7227821148024011,-880385.3324762449,11.727272727272727,993304.1338383838,1197335.7019372177,42.23096293998277,31.033470831327975,35.18988122179591,2.7225891601690013,2.0595948409468345,-1.5894142697951255,-161317.6287878788,-1.3832157310008906,-1.3772033140414606,,,,,,,3.0,11,151.58212410006672,129.0,1356009.6292800982,1827997.2591323562,38.761642457510455,38.801465856690236,35.781427216568886,0.181696166877652,-940552.4892910776,129.0,1356009.6292800982,1827997.2591323562,38.761642457510455,38.801465856690236,35.781427216568886,0.181696166877652,-940552.4892910776,129.0,957225.8527131783,1448292.8746757563,38.862647571911005,30.005784616910894,25.2586017378493,0.48633935456232924,-222128.19379844962,-0.41660364211497214,-0.26217375718402813,,,,,,
